# index, vids, hemisphere, homologue, cell_type, annotations, cluster, _pos
1868,8765298,,-1,,,0,"array([0.62993575, 0.90488328])"
1869,17334530,,-1,,,0,"array([0.63493532, 0.77908528])"
1870,17358891,left,19190681,DN-VNC,no official annotation,86,"array([0.60198556, 0.75559884])"
1871,16444548,,-1,,,0,"array([0.62790424, 0.80774247])"
1872,15478720,right,7058243,MB-FFN,FFN-26,87,"array([0.62964577, 0.71328011])"
1873,10728328,left,18464581,DN-VNC,no official annotation,85,"array([0.65044715, 0.74055827])"
1874,17380080,right,3060480,pre-DN-VNC,no official annotation,50,"array([0.68474748, 0.84321161])"
1875,16316981,right,13833814,DN-SEZ,no official annotation,44,"array([0.55382412, 0.93789756])"
1876,15522777,right,11671564,sensory,gustatory-pharyngeal,3,"array([0.55408483, 0.92428462])"
1877,12279909,left,8471817,pre-DN-SEZ,no official annotation,66,"array([0.64977457, 0.82944118])"
1878,16388736,right,10921106,DN-VNC,no official annotation,85,"array([0.647778  , 0.74976459])"
1879,8007556,right,16340998,MB-FFN,FFN-25,78,"array([0.62408757, 0.76257686])"
1880,4319395,right,4778745,LHN,no official annotation,38,"array([0.61709166, 0.85941017])"
1881,869360,right,17359133,DN-SEZ,no official annotation,5,"array([0.55391343, 0.91896325])"
1882,17732270,left,6125806,DN-VNC,no official annotation,23,"array([0.73659902, 0.8374224 ])"
1883,17777031,left,15672263,DN-VNC,no official annotation,88,"array([0.63574076, 0.71075568])"
1884,6219781,right,5322337,LN,no official annotation,3,"array([0.55353505, 0.90695614])"
1885,2557644,right,17356454,DN-SEZ,no official annotation,4,"array([0.54798424, 0.91747585])"
1886,865151,right,17359101,DN-SEZ,no official annotation,9,"array([0.58426583, 1.01486745])"
1887,17359101,left,865151,DN-SEZ,no official annotation,9,"array([0.57027925, 1.01562503])"
1888,18695745,left,17587734,DN-SEZ,no official annotation,88,"array([0.57551061, 0.68863468])"
1889,19785305,,-1,,,0,"array([0.58159657, 0.69677633])"
1890,10785260,,-1,,,0,"array([0.58564492, 0.73478624])"
1891,9822593,left,15023987,pre-DN-VNC,no official annotation,26,"array([0.6911918 , 0.86312972])"
1892,2504517,right,10317031,pre-DN-VNC,no official annotation,70,"array([0.67455254, 0.73273349])"
1893,6125806,right,17732270,DN-VNC,no official annotation,23,"array([0.73368974, 0.84547413])"
1894,12884490,right,12367568,PN-somato,mechano-Ch 2nd_order PN,18,"array([0.74058533, 0.82530824])"
1895,3729496,left,3762317,DN-SEZ,no official annotation,63,"array([0.65967494, 0.89017338])"
1896,19010160,right,5690425,DN-VNC,no official annotation,68,"array([0.68855755, 0.81154712])"
1897,17729973,left,10870424,pre-DN-VNC,no official annotation,71,"array([0.67203776, 0.81238569])"
1898,17360286,left,17360225,pre-DN-VNC,no official annotation,14,"array([0.75340014, 0.84308379])"
1899,9481869,left,14762026,PN-somato,mechano-Ch 2nd_order PN,27,"array([0.70579724, 0.86505103])"
1900,17464168,left,8641784,PN-somato,mechano-Ch 2nd_order PN,18,"array([0.74098083, 0.85859891])"
1901,14531828,right,8644484,ascending,mechano-Ch,23,"array([0.79062177, 0.84355902])"
1902,5783868,right,9006142,CN,no official annotation,54,"array([0.60312551, 0.85105597])"
1903,18604097,right,17353986,DN-VNC,no official annotation,86,"array([0.65077572, 0.73416882])"
1904,11756023,,-1,,,0,"array([0.76184229, 0.85048675])"
1905,13003574,,-1,,,0,"array([0.60589396, 0.70169229])"
1906,15005403,left,15894178,DN-VNC,no official annotation,91,"array([0.61255673, 0.72112538])"
1907,37365,left,-1,sensory,visual,0,"array([0.67039095, 0.97680356])"
1908,40152,left,15573396,sensory,gut,63,"array([0.64832393, 0.96028162])"
1909,677717,right,-1,KC,KC,49,"array([0.51997746, 0.82589879])"
1910,766246,right,-1,sensory,visual,8,"array([0.50022433, 0.88882386])"
1911,900032,right,-1,sensory,visual,0,"array([0.44803487, 0.89823056])"
1912,902038,right,-1,sensory,visual,0,"array([0.46201543, 0.90437714])"
1913,902877,right,-1,sensory,visual,8,"array([0.50282787, 0.89691128])"
1914,945309,right,1415168,sensory,gut,13,"array([0.57056859, 1.05325071])"
1915,946481,right,-1,sensory,visual,0,"array([0.45971928, 0.89411285])"
1916,992646,left,15599768,DN-SEZ,no official annotation,24,"array([0.55433703, 1.01567804])"
1917,1011675,left,15541944,sensory,gustatory-pharyngeal,52,"array([0.67020643, 0.90603323])"
1918,1065967,right,17102002,DN-VNC,no official annotation,70,"array([0.68221433, 0.78569354])"
1919,1367171,left,15559195,sensory,gut,63,"array([0.62899765, 0.95613306])"
1920,1375101,left,6883831,sensory,gut,20,"array([0.6118302 , 0.98652985])"
1921,1377586,left,15562137,sensory,gut,20,"array([0.65683364, 0.96954595])"
1922,1391179,left,15573381,sensory,gut,21,"array([0.6535993 , 0.98155976])"
1923,1392771,left,15563553,sensory,gut,20,"array([0.62157723, 0.95826251])"
1924,1395971,left,15574231,sensory,gut,63,"array([0.65745311, 0.95983155])"
1925,1400725,left,15561413,sensory,gut,20,"array([0.64555702, 0.97756373])"
1926,1414206,left,15564807,sensory,gut,21,"array([0.62358627, 0.9921891 ])"
1927,1415168,left,945309,sensory,gut,13,"array([0.60755012, 1.07879362])"
1928,1419315,left,15575232,sensory,gut,9,"array([0.58085909, 1.07766979])"
1929,1427012,left,15547732,sensory,gut,6,"array([0.57817589, 1.06836333])"
1930,1428271,left,15572414,sensory,gut,11,"array([0.62711995, 1.08729508])"
1931,1429969,left,15543068,sensory,gut,24,"array([0.63704608, 1.06028382])"
1932,1431256,left,9716858,sensory,gut,20,"array([0.61613195, 1.09857609])"
1933,1432836,left,15564782,sensory,gut,11,"array([0.63079477, 1.1018366 ])"
1934,1591351,right,8349454,PN,FFN-30; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,22,"array([0.60557969, 0.87702734])"
1935,1679034,left,14374534,pre-DN-VNC,no official annotation,78,"array([0.58669517, 0.74675487])"
1936,1706716,left,15541976,sensory,gustatory-pharyngeal,5,"array([0.55345879, 0.94324776])"
1937,1709802,left,15532105,sensory,gustatory-pharyngeal,24,"array([0.48143726, 1.10935234])"
1938,1715990,left,15573331,sensory,gustatory-pharyngeal,5,"array([0.57722232, 0.94289769])"
1939,1805669,right,18501001,pre-DN-VNC,no official annotation,71,"array([0.67342312, 0.78130227])"
1940,1856512,right,-1,sensory,visual,0,"array([0.43743141, 0.88419153])"
1941,1869592,,-1,,,0,"array([0.57112052, 0.87477045])"
1942,1924051,left,17698681,DN-SEZ,no official annotation,13,"array([0.55498768, 1.00384494])"
1943,1980134,left,7982307,DN-VNC,no official annotation,71,"array([0.697424  , 0.77671084])"
1944,2138427,left,5038703,RGN,no official annotation,63,"array([0.71677287, 0.9221189 ])"
1945,2200028,left,-1,sensory,visual,0,"array([0.65070085, 0.98832546])"
1946,2206279,left,-1,sensory,visual,0,"array([0.6821943 , 0.96221389])"
1947,2209091,left,-1,sensory,visual,8,"array([0.66084547, 0.94686848])"
1948,2215247,left,-1,sensory,visual,0,"array([0.69012694, 0.98532473])"
1949,2215447,left,-1,sensory,visual,0,"array([0.67212307, 0.94631821])"
1950,2215622,left,-1,sensory,visual,0,"array([0.67111013, 0.98602811])"
1951,2216131,left,-1,sensory,visual,0,"array([0.6619409 , 0.97466722])"
1952,2216187,left,-1,sensory,visual,8,"array([0.66630526, 0.94173916])"
1953,2216445,left,-1,sensory,visual,0,"array([0.66637064, 0.96597285])"
1954,2260755,right,10418394,RGN,no official annotation,63,"array([0.68438829, 0.93311063])"
1955,2283495,right,4453485,RGN,no official annotation,83,"array([0.64787008, 0.91053691])"
1956,2284021,left,2456826,sensory,gut,83,"array([0.62511973, 0.91336515])"
1957,2340336,right,13744425,sensory,gut,83,"array([0.61984566, 0.91928379])"
1958,2355126,right,3046503,RGN,no official annotation,83,"array([0.66262129, 0.92242277])"
1959,2357110,right,12634154,RGN,no official annotation,83,"array([0.63424198, 0.94054918])"
1960,2379544,,-1,,,0,"array([0.63424296, 0.89165557])"
1961,2438653,left,10627239,pre-DN-VNC,no official annotation,50,"array([0.65817917, 0.84632663])"
1962,2439150,left,11851588,LHN,no official annotation,56,"array([0.62746868, 0.87303474])"
1963,2456826,right,2284021,sensory,gut,83,"array([0.62081046, 0.90987394])"
1964,2505266,right,19881737,PN-somato,proprio 2nd_order PN,72,"array([0.65052409, 0.72551033])"
1965,2512602,right,2204467,PN,Pdf-LaNs; visual 2nd_order PN,25,"array([0.48306821, 0.88188871])"
1966,2532841,right,-1,sensory,visual,0,"array([0.48763101, 0.90628261])"
1967,2544902,right,-1,sensory,visual,0,"array([0.47238607, 0.87815547])"
1968,2552701,right,-1,sensory,visual,23,"array([0.48796075, 0.87255515])"
1969,2619565,right,2816457,ascending,A00c_a5; noci,23,"array([0.70752438, 0.82471916])"
1970,2648254,right,10756813,DN-SEZ,no official annotation,89,"array([0.60298991, 0.74927955])"
1971,2655798,right,10728323,DN-SEZ,no official annotation,52,"array([0.7138926 , 0.80631197])"
1972,2659386,right,4523584,RGN,no official annotation,83,"array([0.65972476, 0.93457422])"
1973,2659504,right,15629759,pre-DN-VNC,no official annotation,70,"array([0.69022232, 0.75573923])"
1974,2667980,,-1,,,0,"array([0.65475357, 0.7843187 ])"
1975,2669331,,-1,,,0,"array([0.67335913, 0.80046838])"
1976,2669844,right,15897280,DN-VNC,no official annotation,80,"array([0.69236371, 0.75991904])"
1977,2775707,right,16087799,PN,Pdf-LaNs; visual 2nd_order PN,25,"array([0.53840021, 0.89950051])"
1978,2784471,right,2123422,ascending,mechano-Ch,14,"array([0.75240714, 0.85679137])"
1979,2846555,right,5755261,PN-somato,mechano-Ch 2nd_order PN,18,"array([0.71117626, 0.8359731 ])"
1980,2852273,right,4506509,RGN,no official annotation,83,"array([0.62975411, 0.93044929])"
1981,2854715,,-1,,,0,"array([0.63180976, 0.86325034])"
1982,2878185,,-1,,,0,"array([0.73346176, 0.81451303])"
1983,2910892,left,2885630,PN-somato,mechano-Ch 2nd_order PN,14,"array([0.75688951, 0.87799362])"
1984,2935173,right,3946432,LHN,_WS,56,"array([0.6228368 , 0.89870754])"
1985,2935198,right,4785242,LN,no official annotation,56,"array([0.60706348, 0.89749732])"
1986,2964760,left,10855798,pre-DN-VNC,no official annotation,44,"array([0.62410259, 0.80009477])"
1987,3027876,right,9424902,DN-SEZ,no official annotation,73,"array([0.64474299, 0.81284909])"
1988,3032520,left,15640425,sensory,gustatory-pharyngeal,9,"array([0.47101921, 1.0539632 ])"
1989,3036249,left,15672957,sensory,gustatory-pharyngeal,11,"array([0.47880156, 0.96952454])"
1990,3046503,left,2355126,RGN,no official annotation,83,"array([0.65736438, 0.91009578])"
1991,3048606,left,3009700,DN-VNC,no official annotation,50,"array([0.68794741, 0.83874539])"
1992,3050645,left,15639548,sensory,gustatory-pharyngeal,11,"array([0.46231306, 0.96969027])"
1993,3071301,right,15716127,sensory,gustatory-external,4,"array([0.60716478, 0.92421208])"
1994,3123905,right,15717935,sensory,gustatory-pharyngeal,5,"array([0.50287781, 0.91730204])"
1995,3158085,right,2597151,pre-DN-VNC,no official annotation,67,"array([0.63765387, 0.89196688])"
1996,3166745,,-1,,,0,"array([0.73005703, 0.84411871])"
1997,3166836,,-1,,,0,"array([0.69284303, 0.82377306])"
1998,3192952,right,15998753,sensory,gustatory-pharyngeal,16,"array([0.65309399, 1.01601686])"
1999,3220616,left,16278312,ascending,unknown modality,23,"array([0.72403598, 0.78775308])"
2000,3267019,left,15612241,sensory,gustatory-external,11,"array([0.40169239, 0.97662147])"
2001,3281684,left,15202263,RGN,no official annotation,83,"array([0.66660074, 0.91395736])"
2002,3414508,right,3498479,DN-SEZ,no official annotation,83,"array([0.623616  , 0.88970465])"
2003,3486867,left,5478818,DN-SEZ,PL-1,5,"array([0.58220413, 0.95402187])"
2004,3487306,right,3609202,sensory,thermo-cold,5,"array([0.53988968, 0.92376099])"
2005,3522293,right,-1,KC,KC,49,"array([0.53016252, 0.82917466])"
2006,3538129,right,6451332,PN,mPN; mPN D; mPN; olfactory 2nd_order PN,22,"array([0.59484842, 0.86850787])"
2007,3543931,left,13795090,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,53,"array([0.58897876, 0.87150227])"
2008,3556191,right,15770032,sensory,gut,63,"array([0.63085434, 0.97767558])"
2009,3561724,right,10329208,RGN,no official annotation,83,"array([0.6334769 , 0.92639106])"
2010,3562954,right,15678833,sensory,gustatory-external,11,"array([0.38985068, 0.92652173])"
2011,3571478,right,3564452,ascending,unknown modality,86,"array([0.65042828, 0.78153095])"
2012,3586984,left,3966683,sensory,gustatory-external,3,"array([0.5682872 , 0.90796799])"
2013,3608397,left,3650600,sensory,thermo-cold,5,"array([0.50858143, 0.89080254])"
2014,3609202,left,3487306,sensory,thermo-cold,5,"array([0.51749365, 0.9027057 ])"
2015,3639968,left,18630153,sensory,thermo-cold,5,"array([0.51189691, 0.91022313])"
2016,3650600,right,3608397,sensory,thermo-cold,5,"array([0.51849097, 0.91744832])"
2017,3652587,left,3822523,sensory,gustatory-external,5,"array([0.61375088, 0.93905671])"
2018,3726990,,-1,,,0,"array([0.61290667, 0.89118814])"
2019,3727004,right,3926438,RGN,no official annotation,63,"array([0.69379294, 0.95793482])"
2020,3729504,right,3945394,PN,gut 2nd_order PN; mechano-II/III 2nd_order PN,54,"array([0.6059182 , 0.87418013])"
2021,3732322,right,19470184,DN-SEZ,no official annotation,24,"array([0.57133465, 1.03894227])"
2022,3762787,right,7476468,RGN,no official annotation,63,"array([0.71799602, 0.91292022])"
2023,3793760,right,3931398,PN-somato,mechano-II/III 2nd_order PN,67,"array([0.62406118, 0.83950188])"
2024,3794023,right,4379508,LHN,no official annotation,56,"array([0.62528096, 0.88074994])"
2025,3795498,right,15996518,sensory,gustatory-pharyngeal,5,"array([0.62076513, 0.93594692])"
2026,3797420,left,5558724,DN-SEZ,no official annotation,5,"array([0.58263764, 1.00260474])"
2027,3822523,right,3652587,sensory,gustatory-external,5,"array([0.59479619, 0.93677599])"
2028,3844961,right,11934107,PN,gustatory-external 2nd_order PN,31,"array([0.64612718, 0.88183795])"
2029,3882998,left,11261332,DN-SEZ,no official annotation,52,"array([0.67646371, 0.82446487])"
2030,3913620,right,9409359,CN,CN-6,64,"array([0.61935031, 0.79452257])"
2031,3915835,left,5638694,sensory,respiratory,63,"array([0.68791734, 0.91334723])"
2032,3925724,left,5955853,RGN,no official annotation,63,"array([0.69943117, 0.90530319])"
2033,3926438,left,3727004,RGN,no official annotation,63,"array([0.69659157, 0.91155386])"
2034,3926669,left,3727026,RGN,no official annotation,63,"array([0.70392678, 0.93046402])"
2035,3926904,left,7529574,RGN,no official annotation,63,"array([0.70494393, 0.92237213])"
2036,3928522,left,16434842,RGN,no official annotation,56,"array([0.64015867, 0.91782883])"
2037,3928574,left,5890323,RGN,no official annotation,52,"array([0.64223168, 0.92519234])"
2038,3928652,left,12704360,RGN,no official annotation,25,"array([0.61961131, 0.92887363])"
2039,3931398,left,3793760,PN-somato,mechano-II/III 2nd_order PN,67,"array([0.62863206, 0.84529187])"
2040,3944330,left,15732050,DN-SEZ,no official annotation,65,"array([0.64377026, 0.83255985])"
2041,3944626,left,16195633,DN-SEZ,no official annotation,73,"array([0.65014195, 0.80695406])"
2042,3945136,left,13948718,pre-DN-VNC,no official annotation,71,"array([0.66899033, 0.83479497])"
2043,3945232,left,9841469,PN,FFN-4; FFN-5; gustatory-pharyngeal 2nd_order PN; gut 2nd_order PN,54,"array([0.6221247 , 0.89453768])"
2044,3945394,left,3729504,PN,gut 2nd_order PN; mechano-II/III 2nd_order PN,54,"array([0.63009031, 0.86077847])"
2045,3946166,left,3620633,DN-VNC,no official annotation,66,"array([0.65533845, 0.86166961])"
2046,3946364,,-1,,,0,"array([0.63642908, 0.86929184])"
2047,3946569,left,8813113,LHN,no official annotation,38,"array([0.64149676, 0.89772797])"
2048,4030526,right,5095269,sensory,gustatory-external,9,"array([0.39843589, 0.89257865])"
2049,4044654,right,5120990,sensory,gustatory-external,-1,"array([0.71400312, 1.00399897])"
2050,4059758,right,5116861,sensory,gustatory-external,9,"array([0.45429066, 0.83218755])"
2051,4061049,right,7012280,sensory,respiratory,21,"array([0.7116877 , 0.96358195])"
2052,4096703,right,5120097,sensory,gustatory-external,5,"array([0.41312903, 0.88418487])"
2053,4110483,left,17587726,DN-VNC,no official annotation,70,"array([0.71012561, 0.75179842])"
2054,4127096,right,5760480,pre-DN-VNC,no official annotation,86,"array([0.64058787, 0.76845513])"
2055,4127938,,-1,,,0,"array([0.7322423 , 0.85783964])"
2056,4142619,right,13028455,pre-DN-VNC,no official annotation,89,"array([0.59237399, 0.69989873])"
2057,4173633,right,18267838,pre-DN-VNC,no official annotation,84,"array([0.58882689, 0.7111538 ])"
2058,4188325,right,11468088,pre-DN-VNC,no official annotation,87,"array([0.63559016, 0.70655031])"
2059,4227880,right,17177419,pre-DN-VNC,no official annotation,69,"array([0.57756982, 0.74519124])"
2060,4234559,,-1,,,0,"array([0.57817389, 0.75378532])"
2061,4279887,left,10293348,LHN,no official annotation,28,"array([0.58592448, 0.88667117])"
2062,4363883,left,5382876,sensory,respiratory,21,"array([0.67864843, 0.9771983 ])"
2063,4379603,left,8307514,LHN,no official annotation,53,"array([0.58885919, 0.84621174])"
2064,4390116,right,17360404,pre-DN-VNC,no official annotation,89,"array([0.59509724, 0.68850759])"
2065,4400767,left,13751194,RGN,no official annotation,52,"array([0.66761047, 0.9195255 ])"
2066,4409374,,-1,,,0,"array([0.57725691, 0.75024596])"
2067,4453485,left,2283495,RGN,no official annotation,83,"array([0.6414836 , 0.93009919])"
2068,4506509,left,2852273,RGN,no official annotation,83,"array([0.64175775, 0.93861141])"
2069,4523584,left,2659386,RGN,no official annotation,83,"array([0.6525522 , 0.90810639])"
2070,4541081,right,8216541,DN-SEZ,no official annotation,24,"array([0.54483888, 0.98062482])"
2071,4555763,left,5108525,ascending,noci,23,"array([0.70246364, 0.80309878])"
2072,4598109,right,15253921,MBON,MBON-f1,64,"array([0.58982449, 0.86793711])"
2073,4700078,right,3450442,PN,mPN; mPN iACT B2; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; thermo-warm 2nd_order PN,22,"array([0.58883579, 0.85637976])"
2074,4778745,left,4319395,LHN,no official annotation,38,"array([0.63460277, 0.85697849])"
